SPECIES_NR,WETNAAM,NEDNAAM,SYNONYM,VALID_NR,GROEP,HIDE,GENUS_WET,GENUS_NED,FAM_NR
261,Carex serotina,,1,261,1,0,Carex,Zegge,43.0
262,Carex muricata auct. (vóór ca. 1950),,1,262,1,1,Carex,Zegge,43.0
262,Carex spicata,Gewone bermzegge,0,262,1,0,Carex,Zegge,43.0
263,Carex strigosa,Slanke zegge,0,263,1,0,Carex,Zegge,43.0
264,Carex sylvatica,Boszegge,0,264,1,0,Carex,Zegge,43.0
265,Carex tomentosa,Viltzegge,0,265,1,0,Carex,Zegge,43.0
266,Carex trinervis,Drienervige zegge,0,266,1,0,Carex,Zegge,43.0
267,Carex vesicaria,Blaaszegge,0,267,1,0,Carex,Zegge,43.0
268,Carex vulpina,Voszegge,0,268,1,0,Carex,Zegge,43.0
269,Carlina vulgaris,Driedistel,0,269,1,0,Carlina,Driedistel,136.0
270,Carpinus betulus,Haagbeuk,0,270,1,0,Carpinus,Haagbeuk,93.0
271,Carum carvi,Echte karwij,0,271,1,0,Carum,Karwij,131.0
272,Carum verticillatum,Kranskarwij,0,272,1,0,Carum,Karwij,131.0
273,Castanea sativa,Tamme kastanje,0,273,1,0,Castanea,Kastanje,91.0
274,Catabrosa aquatica,Watergras,0,274,1,0,Catabrosa,Watergras,44.0
275,Catapodium loliaceum,,1,275,1,1,Catapodium,Hardgras,44.0
275,Catapodium marinum,Laksteeltje,0,275,1,0,Catapodium,Hardgras,44.0
275,Desmazeria marina,,1,275,1,0,Desmazeria,,44.0
276,Catapodium rigidum,Stijf hardgras,0,276,1,0,Catapodium,Hardgras,44.0
276,Desmazeria rigida,,1,276,1,0,Desmazeria,,44.0
276,Scleropoa rigida,,1,276,1,1,Scleropoa,,44.0
278,Centaurea calcitrapa,Kalketrip,0,278,1,0,Centaurea,Centaurie,136.0
279,Centaurea cyanus,Korenbloem,0,279,1,0,Centaurea,Centaurie,136.0
280,Centaurea decipiens,,1,1766,1,1,Centaurea,Centaurie,
284,Centaurea scabiosa,Grote centaurie,0,284,1,0,Centaurea,Centaurie,136.0
285,Centaurium littorale,Strandduizendguldenkruid,0,285,1,0,Centaurium,Duizendguldenkruid,115.0
285,Centaurium vulgare,,1,285,1,1,Centaurium,Duizendguldenkruid,115.0
286,Centaurium erythraea,Echt duizendguldenkruid,0,286,1,0,Centaurium,Duizendguldenkruid,115.0
286,Centaurium minus,,1,286,1,1,Centaurium,Duizendguldenkruid,115.0
286,Centaurium umbellatum,,1,286,1,1,Centaurium,Duizendguldenkruid,115.0
287,Centaurium pulchellum,Fraai duizendguldenkruid,0,287,1,0,Centaurium,Duizendguldenkruid,115.0
288,Anagallis minima,,1,288,1,0,Anagallis,Guichelheil,109.0
288,Centunculus minimus,Dwergbloem,0,288,1,0,Centunculus,,109.0
289,Cephalanthera damasonium,Bleek bosvogeltje,0,289,1,0,Cephalanthera,Bosvogeltje,35.0
290,Cephalanthera longifolia,Wit bosvogeltje,0,290,1,0,Cephalanthera,Bosvogeltje,35.0
291,Cephalanthera rubra,Rood bosvogeltje,0,291,1,0,Cephalanthera,Bosvogeltje,35.0
292,Cerastium arvense,Akkerhoornbloem,0,292,1,0,Cerastium,Hoornbloem,58.0
293,Cerastium diffusum,Scheve hoornbloem,0,293,1,0,Cerastium,Hoornbloem,58.0
293,Cerastium tetrandrum,,1,293,1,1,Cerastium,Hoornbloem,58.0
294,Cerastium brachypetalum,Kalkhoornbloem,0,294,1,0,Cerastium,Hoornbloem,58.0
295,Cerastium glomeratum,Kluwenhoornbloem,0,295,1,0,Cerastium,Hoornbloem,58.0
296,Cerastium fontanum s. triviale,,1,296,1,0,Cerastium,Hoornbloem,58.0
296,Cerastium fontanum s. vulgare,Gewone hoornbloem,0,296,1,0,Cerastium,Hoornbloem,58.0
297,Cerastium glutinosum/pumilum,Bleke/Steenhoornbloem,0,297,1,0,Cerastium,Hoornbloem,58.0
297,Cerastium pumilum sensu FvN 22,,1,297,1,0,Cerastium,Hoornbloem,58.0
298,Cerastium semidecandrum,Zandhoornbloem,0,298,1,0,Cerastium,Hoornbloem,58.0
299,Ceratophyllum demersum,Grof hoornblad,0,299,1,0,Ceratophyllum,Hoornblad,47.0
300,Ceratophyllum submersum,Fijn hoornblad,0,300,1,0,Ceratophyllum,Hoornblad,47.0
301,Asplenium ceterach,Schubvaren,0,301,1,0,Asplenium,Streepvaren,14.0
301,Ceterach officinarum,,1,301,1,0,Ceterach,Schubvaren,14.0
302,Chaerophyllum bulbosum,Knolribzaad,0,302,1,0,Chaerophyllum,Ribzaad,131.0
303,Chaerophyllum temulum,Dolle kervel,0,303,1,0,Chaerophyllum,Ribzaad,131.0
304,Cheiranthus cheiri,,1,304,1,1,Cheiranthus,,97.0
304,Erysimum cheiri,Muurbloem,0,304,1,0,Erysimum,Steenraket,97.0
305,Chelidonium majus,Stinkende gouwe,0,305,1,0,Chelidonium,Stinkende gouwe,51.0
306,Chenopodium album,Melganzenvoet,0,306,1,0,Chenopodium,Ganzenvoet,59.0
307,Chenopodium bonus-henricus,Brave hendrik,0,307,1,0,Chenopodium,Ganzenvoet,59.0
308,Chenopodium capitatum,Aardbeispinazie,0,308,1,0,Chenopodium,Ganzenvoet,59.0
309,Chenopodium botryodes,,1,309,1,0,Chenopodium,Ganzenvoet,59.0
309,Chenopodium chenopodioides,Beursjesganzenvoet,0,309,1,0,Chenopodium,Ganzenvoet,59.0
309,Chenopodium crassifolium,,1,309,1,0,Chenopodium,Ganzenvoet,59.0
310,Chenopodium ficifolium,Stippelganzenvoet,0,310,1,0,Chenopodium,Ganzenvoet,59.0
310,Chenopodium serotinum,,1,310,1,1,Chenopodium,Ganzenvoet,59.0
311,Blitum virgatum,,1,311,1,0,Blitum,,59.0
311,Chenopodium foliosum,Rode aardbeispinazie,0,311,1,0,Chenopodium,Ganzenvoet,59.0
312,Chenopodium glaucum,Zeegroene ganzenvoet,0,312,1,0,Chenopodium,Ganzenvoet,59.0
313,Chenopodium hybridum,Esdoornganzenvoet,0,313,1,0,Chenopodium,Ganzenvoet,59.0
314,Chenopodium murale,Muurganzenvoet,0,314,1,0,Chenopodium,Ganzenvoet,59.0
315,Chenopodium polyspermum,Korrelganzenvoet,0,315,1,0,Chenopodium,Ganzenvoet,59.0
316,Chenopodium rubrum,Rode ganzenvoet,0,316,1,0,Chenopodium,Ganzenvoet,59.0
318,Chenopodium vulvaria,Stinkende ganzenvoet,0,318,1,0,Chenopodium,Ganzenvoet,59.0
319,Chrysanthemum leucanthemum,,1,319,1,1,Chrysanthemum,Gele ganzenbloem,136.0
319,Leucanthemum vulgare,Gewone margriet,0,319,1,0,Leucanthemum,Margriet,136.0
320,Chrysanthemum parthenium,,1,320,1,1,Chrysanthemum,Gele ganzenbloem,136.0
320,Tanacetum parthenium,Moederkruid,0,320,1,0,Tanacetum,Wormkruid,136.0
321,Chrysanthemum segetum,,1,321,1,0,Chrysanthemum,Gele ganzenbloem,136.0
321,Glebionis segetum,Gele ganzenbloem,0,321,1,0,Glebionis,,136.0
322,Chrysosplenium alternifolium,Verspreidbladig goudveil,0,322,1,0,Chrysosplenium,Goudveil,64.0
323,Chrysosplenium oppositifolium,Paarbladig goudveil,0,323,1,0,Chrysosplenium,Goudveil,64.0
324,Cicendia filiformis,Draadgentiaan,0,324,1,0,Cicendia,Draadgentiaan,115.0
325,Cichorium intybus,Wilde cichorei,0,325,1,0,Cichorium,Cichorei,136.0
326,Cicuta virosa,Waterscheerling,0,326,1,0,Cicuta,Waterscheerling,131.0
327,Circaea alpina,Alpenheksenkruid,0,327,1,0,Circaea,Heksenkruid,71.0
328,Circaea alpina x lutetiana,,1,328,1,0,Circaea,Heksenkruid,71.0
328,Circaea x intermedia,Klein heksenkruid,0,328,1,0,Circaea,Heksenkruid,71.0
329,Circaea lutetiana,Groot heksenkruid,0,329,1,0,Circaea,Heksenkruid,71.0
330,Cirsium acaule,Aarddistel,0,330,1,0,Cirsium,Vederdistel,136.0
331,Cirsium arvense,Akkerdistel,0,331,1,0,Cirsium,Vederdistel,136.0
332,Cirsium dissectum,Spaanse ruiter,0,332,1,0,Cirsium,Vederdistel,136.0
333,Cirsium eriophorum,Wollige distel,0,333,1,0,Cirsium,Vederdistel,136.0
334,Cirsium oleraceum,Moesdistel,0,334,1,0,Cirsium,Vederdistel,136.0
335,Cirsium palustre,Kale jonker,0,335,1,0,Cirsium,Vederdistel,136.0
336,Cirsium vulgare,Speerdistel,0,336,1,0,Cirsium,Vederdistel,136.0
337,Cladium mariscus,Galigaan,0,337,1,0,Cladium,Galigaan,43.0
338,Claytonia perfoliata,Witte winterpostelein,0,338,1,0,Claytonia,Winterpostelein,60.0
339,Clematis vitalba,Bosrank,0,339,1,0,Clematis,Clematis,50.0
340,Clematis viticella,Italiaanse clematis,0,340,1,0,Clematis,Clematis,50.0
341,Cochlearia anglica,,1,341,1,1,Cochlearia,Lepelblad,97.0
341,Cochlearia officinalis s. anglica,Engels lepelblad,0,341,1,0,Cochlearia,Lepelblad,97.0
342,Cochlearia danica,Deens lepelblad,0,342,1,0,Cochlearia,Lepelblad,97.0
343,Cochlearia officinalis s. officinalis,Echt lepelblad,0,343,1,0,Cochlearia,Lepelblad,97.0
344,Coeloglossum viride,,1,344,1,0,Coeloglossum,Groene nachtorchis,35.0
344,Dactylorhiza viridis,Groene nachtorchis,0,344,1,0,Dactylorhiza,Handekenskruid,35.0
345,Colchicum autumnale,Wilde herfsttijloos,0,345,1,0,Colchicum,Herfsttijloos,34.0
346,Comarum palustre,Wateraardbei,0,346,1,0,Comarum,,83.0
346,Potentilla palustris,,1,346,1,0,Potentilla,Ganzerik,83.0
347,Conium maculatum,Gevlekte scheerling,0,347,1,0,Conium,Gevlekte scheerling,131.0
348,Conringia orientalis,Witte steenraket,0,348,1,1,Conringia,Witte steenraket,97.0
349,Convallaria majalis,Lelietje-van-dalen,0,349,1,0,Convallaria,Lelietje-van-dalen,37.0
350,Convolvulus arvensis,Akkerwinde,0,350,1,0,Convolvulus,Winde,118.0
351,Convolvulus lineatus,Calandsklokje,0,351,1,1,Convolvulus,Winde,118.0
352,Corallorrhiza trifida,Koraalwortel,0,352,1,1,Corallorrhiza,,35.0
353,Corispermum hyssopifolium,,1,353,1,1,Corispermum,Vlieszaad,59.0
353,Corispermum intermedium,Smal vlieszaad,0,353,1,0,Corispermum,Vlieszaad,59.0
353,Corispermum leptopterum,,1,353,1,0,Corispermum,Vlieszaad,59.0
354,Corispermum marschallii,Breed vlieszaad,0,354,1,1,Corispermum,Vlieszaad,59.0
355,Cornus sanguinea,Rode kornoelje,0,355,1,0,Cornus,Kornoelje,105.0
356,Cornus suecica,Zweedse kornoelje,0,356,1,0,Cornus,Kornoelje,105.0
357,Coronilla varia,,1,357,1,0,Coronilla,Kroonkruid,81.0
357,Securigera varia,Bont kroonkruid,0,357,1,0,Securigera,Kroonkruid,81.0
358,Coronopus didymus,Kleine varkenskers,0,358,1,0,Coronopus,Varkenskers,97.0
359,Coronopus squamatus,Grove varkenskers,0,359,1,0,Coronopus,Varkenskers,97.0
360,Corrigiola litoralis,Riempjes,0,360,1,0,Corrigiola,Riempjes,58.0
361,Corydalis bulbosa,,1,361,1,1,Corydalis,Helmbloem,51.0
361,Corydalis cava,Holwortel,0,361,1,0,Corydalis,Helmbloem,51.0
362,Ceratocapnos claviculata,Rankende helmbloem,0,362,1,0,Ceratocapnos,Rankende helmbloem,51.0
362,Corydalis claviculata,,1,362,1,1,Corydalis,Helmbloem,51.0
364,Corydalis lutea,,1,364,1,1,Corydalis,Helmbloem,51.0
364,Pseudofumaria lutea,Gele helmbloem,0,364,1,0,Pseudofumaria,Muurhelmbloem,51.0
365,Corydalis solida,Vingerhelmbloem,0,365,1,0,Corydalis,Helmbloem,51.0
366,Corylus avellana,Hazelaar,0,366,1,0,Corylus,Hazelaar,93.0
367,Corynephorus canescens,Buntgras,0,367,1,0,Corynephorus,Buntgras,44.0
368,Crambe maritima,Zeekool,0,368,1,0,Crambe,Bolletjeskool,97.0
369,Crataegus monogyna,Eenstijlige meidoorn,0,369,1,0,Crataegus,Meidoorn,83.0
370,Crataegus laevigata,Tweestijlige meidoorn,0,370,1,0,Crataegus,Meidoorn,83.0
370,Crataegus oxyacantha,,1,370,1,1,Crataegus,Meidoorn,83.0
371,Crepis biennis,Groot streepzaad,0,371,1,0,Crepis,Streepzaad,136.0
372,Crepis capillaris,Klein streepzaad,0,372,1,0,Crepis,Streepzaad,136.0
373,Crepis paludosa,Moerasstreepzaad,0,373,1,0,Crepis,Streepzaad,136.0
374,Crepis tectorum,Smal streepzaad,0,374,1,0,Crepis,Streepzaad,136.0
375,Crepis vesicaria s. taraxacifolia,Paardenbloemstreepzaad,0,375,1,0,Crepis,Streepzaad,136.0
376,Crithmum maritimum,Zeevenkel,0,376,1,0,Crithmum,Zeevenkel,131.0
377,Cucubalus baccifer,,1,377,1,0,Cucubalus,Besanjelier,58.0
377,Silene baccifera,Besanjelier,0,377,1,0,Silene,Silene,58.0
378,Cuscuta epilinum,Vlaswarkruid,0,378,1,1,Cuscuta,Warkruid,118.0
379,Cuscuta epithymum,Klein warkruid,0,379,1,0,Cuscuta,Warkruid,118.0
380,Cuscuta europaea,Groot warkruid,0,380,1,0,Cuscuta,Warkruid,118.0
381,Cuscuta gronovii,Oeverwarkruid,0,381,1,0,Cuscuta,Warkruid,118.0
382,Cuscuta lupuliformis,Hopwarkruid,0,382,1,0,Cuscuta,Warkruid,118.0
383,Cynanchum vincetoxicum,,1,383,1,1,Cynanchum,,116.0
383,Vincetoxicum hirundinaria,Witte engbloem,0,383,1,0,Vincetoxicum,Engbloem,116.0
384,Cynodon dactylon,Handjesgras,0,384,1,0,Cynodon,Handjesgras,44.0
385,Cynoglossum officinale,Veldhondstong,0,385,1,0,Cynoglossum,Hondstong,113.0
386,Cynosurus cristatus,Kamgras,0,386,1,0,Cynosurus,Kamgras,44.0
387,Cyperus flavescens,Geel cypergras,0,387,1,1,Cyperus,Cypergras,43.0
388,Cyperus fuscus,Bruin cypergras,0,388,1,0,Cyperus,Cypergras,43.0
389,Cystopteris filix-fragilis,,1,389,1,0,Cystopteris,Blaasvaren,16.0
389,Cystopteris fragilis,Blaasvaren,0,389,1,0,Cystopteris,Blaasvaren,16.0
390,Dactylis glomerata,Kropaar,0,390,1,0,Dactylis,Kropaar,44.0
391,Dactylis aschersoniana,,1,391,1,1,Dactylis,Kropaar,44.0
391,Dactylis polygama,IJle kropaar,0,391,1,0,Dactylis,Kropaar,44.0
392,Daphne mezereum,Rood peperboompje,0,392,1,0,Daphne,Peperboompje,149.0
393,Datura stramonium,Doornappel,0,393,1,0,Datura,Doornappel,117.0
394,Daucus carota,Peen,0,394,1,0,Daucus,Peen,131.0
395,Delia segetalis,,1,395,1,1,Delia,,58.0
395,Spergularia segetalis,Korenschijnspurrie,0,395,1,1,Spergularia,Schijnspurrie,58.0
396,Consolida regalis,Wilde ridderspoor,0,396,1,0,Consolida,Ridderspoor,50.0
396,Delphinium consolida,,1,396,1,1,Delphinium,,50.0
397,Deschampsia cespitosa,Ruwe smele,0,397,1,0,Deschampsia,Smele,44.0
398,Deschampsia flexuosa,Bochtige smele,0,398,1,0,Deschampsia,Smele,44.0
399,Deschampsia setacea,Moerassmele,0,399,1,0,Deschampsia,Smele,44.0
400,Descurainia sophia,Sofiekruid,0,400,1,0,Descurainia,Sofiekruid,97.0
400,Sisymbrium sophia,,1,400,1,1,Sisymbrium,Raket,97.0
401,Dianthus arenarius,Zandanjer,0,401,1,1,Dianthus,Anjer,58.0
402,Dianthus armeria,Ruige anjer,0,402,1,0,Dianthus,Anjer,58.0
403,Dianthus carthusianorum,Kartuizer anjer,0,403,1,0,Dianthus,Anjer,58.0
404,Dianthus deltoides,Steenanjer,0,404,1,0,Dianthus,Anjer,58.0
405,Dianthus superbus,Prachtanjer,0,405,1,1,Dianthus,Anjer,58.0
406,Digitalis purpurea,Gewoon vingerhoedskruid,0,406,1,0,Digitalis,Vingerhoedskruid,127.0
407,Digitaria ischaemum,Glad vingergras,0,407,1,0,Digitaria,Vingergras,44.0
408,Digitaria sanguinalis,Harig vingergras,0,408,1,0,Digitaria,Vingergras,44.0
409,Diplotaxis muralis,Kleine zandkool,0,409,1,0,Diplotaxis,Zandkool,97.0
410,Diplotaxis tenuifolia,Grote zandkool,0,410,1,0,Diplotaxis,Zandkool,97.0
411,Dipsacus pilosus,Kleine kaardebol,0,411,1,0,Dipsacus,Kaardebol,133.0
412,Dipsacus fullonum,Grote kaardebol,0,412,1,0,Dipsacus,Kaardebol,133.0
412,Dipsacus sylvestris,,1,412,1,1,Dipsacus,Kaardebol,133.0
413,Doronicum pardalianches,Hartbladzonnebloem,0,413,1,0,Doronicum,Voorjaarszonnebloem,136.0
414,Doronicum plantagineum,Weegbreezonnebloem,0,414,1,0,Doronicum,Voorjaarszonnebloem,136.0
415,Draba muralis,Wit hongerbloempje,0,415,1,0,Draba,Hongerbloempje,97.0
416,Drosera anglica,Lange zonnedauw,0,416,1,0,Drosera,Zonnedauw,54.0
416,Drosera longifolia,,1,416,1,0,Drosera,Zonnedauw,54.0
417,Drosera intermedia,Kleine zonnedauw,0,417,1,0,Drosera,Zonnedauw,54.0
418,Drosera rotundifolia,Ronde zonnedauw,0,418,1,0,Drosera,Zonnedauw,54.0
419,Dryopteris austriaca s. dilatata,,1,419,1,1,Dryopteris,Niervaren,11.0
419,Dryopteris austriaca s.str.,,1,419,1,1,Dryopteris,Niervaren,11.0
419,Dryopteris dilatata,Brede stekelvaren,0,419,1,0,Dryopteris,Niervaren,11.0
420,Dryopteris cristata,Kamvaren,0,420,1,0,Dryopteris,Niervaren,11.0
421,Dryopteris filix-mas,Mannetjesvaren,0,421,1,0,Dryopteris,Niervaren,11.0
422,Dryopteris linnaeana,,1,422,1,1,Dryopteris,Niervaren,16.0
422,Gymnocarpium dryopteris,Gebogen driehoeksvaren,0,422,1,0,Gymnocarpium,Driehoeksvaren,16.0
422,Thelypteris dryopteris,,1,422,1,1,Thelypteris,Moerasvaren,16.0
423,Dryopteris oreopteris,,1,423,1,1,Dryopteris,Niervaren,15.0
423,Oreopteris limbosperma,Stippelvaren,0,423,1,0,Oreopteris,Stippelvaren,15.0
423,Thelypteris limbosperma,,1,423,1,1,Thelypteris,Moerasvaren,15.0
424,Dryopteris phegopteris,,1,424,1,1,Dryopteris,Niervaren,15.0
424,Phegopteris connectilis,Smalle beukvaren,0,424,1,0,Phegopteris,Smalle beukvaren,15.0
424,Thelypteris phegopteris,,1,424,1,1,Thelypteris,Moerasvaren,15.0
425,Dryopteris robertiana,,1,425,1,1,Dryopteris,Niervaren,16.0
425,Gymnocarpium robertianum,Rechte driehoeksvaren,0,425,1,0,Gymnocarpium,Driehoeksvaren,16.0
425,Thelypteris robertiana,,1,425,1,1,Thelypteris,Moerasvaren,16.0
426,Dryopteris austriaca s. spinulosa,,1,426,1,1,Dryopteris,Niervaren,11.0
426,Dryopteris carthusiana,Smalle stekelvaren,0,426,1,0,Dryopteris,Niervaren,11.0
426,Dryopteris spinulosa,,1,426,1,1,Dryopteris,Niervaren,11.0
427,Dryopteris thelypteris,,1,427,1,1,Dryopteris,Niervaren,15.0
427,Thelypteris palustris,Moerasvaren,0,427,1,0,Thelypteris,Moerasvaren,15.0
428,Echinochloa crus-galli,Hanenpoot,0,428,1,0,Echinochloa,Hanenpoot,44.0
429,Baldellia ranunculoides s. ranunculoides,Stijve moerasweegbree,0,429,1,0,Baldellia,,25.0
429,Echinodorus ranunculoides,,1,429,1,0,Echinodorus,Moerasweegbree,25.0
430,Baldellia ranunculoides s. repens,Kruipende moerasweegbree,0,430,1,0,Baldellia,,25.0
430,Baldellia repens,,1,430,1,0,Baldellia,,25.0
430,Echinodorus ranunculoides v. repens,,1,430,1,1,Echinodorus,Moerasweegbree,25.0
430,Echinodorus repens,,1,430,1,0,Echinodorus,Moerasweegbree,25.0
431,Echium vulgare,Slangenkruid,0,431,1,0,Echium,Slangenkruid,113.0
432,Elatine hexandra,Gesteeld glaskroos,0,432,1,0,Elatine,Glaskroos,79.0
433,Elatine hydropiper,Klein glaskroos,0,433,1,0,Elatine,Glaskroos,79.0
434,Elatine triandra,Drietallig glaskroos,0,434,1,1,Elatine,Glaskroos,79.0
435,Eleocharis acicularis,Naaldwaterbies,0,435,1,0,Eleocharis,Waterbies,43.0
436,Eleocharis multicaulis,Veelstengelige waterbies,0,436,1,0,Eleocharis,Waterbies,43.0
437,Eleocharis palustris s.str.,Gewone waterbies,0,437,1,0,Eleocharis,Waterbies,43.0
438,Eleocharis pauciflora,,1,438,1,1,Eleocharis,Waterbies,43.0
438,Eleocharis quinqueflora,Armbloemige waterbies,0,438,1,0,Eleocharis,Waterbies,43.0
439,Eleocharis ovata,Eivormige waterbies,0,439,1,0,Eleocharis,Waterbies,43.0
440,Eleocharis palustris s. uniglumis,,1,440,1,0,Eleocharis,Waterbies,43.0
440,Eleocharis uniglumis,Slanke waterbies,0,440,1,0,Eleocharis,Waterbies,43.0
441,Elodea canadensis,Brede waterpest,0,441,1,0,Elodea,Waterpest,24.0
442,Elodea nuttallii,Smalle waterpest,0,442,1,0,Elodea,Waterpest,24.0
443,Elymus arenarius,,1,443,1,1,Elymus,Hondstarwegras,44.0
443,Leymus arenarius,Zandhaver,0,443,1,0,Leymus,Zandhaver,44.0
444,Agropyron junceum,,1,444,1,1,Agropyron,,44.0
444,Elymus farctus,,1,444,1,0,Elymus,Hondstarwegras,44.0
444,Elytrigia juncea s. boreoatlantica,Biestarwegras,0,444,1,0,Elytrigia,Kweekgras,44.0
444,Elytrigia junceiformis,,1,444,1,1,Elytrigia,Kweekgras,44.0
445,Agropyron littorale,,1,445,1,1,Agropyron,,44.0
445,Elymus athericus,,1,445,1,0,Elymus,Hondstarwegras,44.0
445,Elymus pycnanthus,,1,445,1,0,Elymus,Hondstarwegras,44.0
445,Elytrigia atherica/maritima,Zeekweek / Strandkweek,0,445,1,0,Elytrigia,Kweekgras,44.0
445,Elytrigia pungens,,1,445,1,1,Elytrigia,Kweekgras,44.0
446,Agropyron repens,,1,446,1,1,Agropyron,,44.0
446,Elymus repens,,1,446,1,0,Elymus,Hondstarwegras,44.0
446,Elytrigia repens,Kweek,0,446,1,0,Elytrigia,Kweekgras,44.0
447,Empetrum nigrum,Kraaihei,0,447,1,0,Empetrum,Kraaihei,112.0
448,Epilobium adenocaulon,,1,448,1,1,Epilobium,Basterdwederik,71.0
448,Epilobium ciliatum,Beklierde basterdwederik,0,448,1,0,Epilobium,Basterdwederik,71.0
450,Chamaenerion angustifolium,,1,450,1,1,Chamaenerion,,71.0
450,Chamerion angustifolium,Wilgenroosje,0,450,1,0,Chamerion,Wilgenroosje,71.0
450,Epilobium angustifolium,,1,450,1,1,Epilobium,Basterdwederik,71.0
451,Epilobium hirsutum,Harig wilgenroosje,0,451,1,0,Epilobium,Basterdwederik,71.0
453,Epilobium lanceolatum,Lancetbladige basterdwederik,0,453,1,0,Epilobium,Basterdwederik,71.0
454,Epilobium montanum,Bergbasterdwederik,0,454,1,0,Epilobium,Basterdwederik,71.0
455,Epilobium obscurum,Donkergroene basterdwederik,0,455,1,0,Epilobium,Basterdwederik,71.0
456,Epilobium palustre,Moerasbasterdwederik,0,456,1,0,Epilobium,Basterdwederik,71.0
457,Epilobium parviflorum,Viltige basterdwederik,0,457,1,0,Epilobium,Basterdwederik,71.0
458,Epilobium roseum,Bleke basterdwederik,0,458,1,0,Epilobium,Basterdwederik,71.0
459,Epipactis atrorubens,Bruinrode wespenorchis,0,459,1,0,Epipactis,Wespenorchis,35.0
460,Epipactis helleborine,Brede wespenorchis,0,460,1,0,Epipactis,Wespenorchis,35.0
461,Epipactis palustris,Moeraswespenorchis,0,461,1,0,Epipactis,Wespenorchis,35.0
462,Equisetum arvense,Heermoes,0,462,1,0,Equisetum,Paardenstaart,4.0
463,Equisetum fluviatile,Holpijp,0,463,1,0,Equisetum,Paardenstaart,4.0
464,Equisetum hyemale s.l.,,1,464,1,0,Equisetum,Paardenstaart,4.0
464,Equisetum hyemale/x moorei,Schaafstro (groep),0,464,1,0,Equisetum,Paardenstaart,4.0
465,Equisetum arvense x fluviatile,,1,465,1,0,Equisetum,Paardenstaart,4.0
465,Equisetum x litorale,Bastaardpaardenstaart,0,465,1,0,Equisetum,Paardenstaart,4.0
466,Equisetum palustre,Lidrus,0,466,1,0,Equisetum,Paardenstaart,4.0
467,Equisetum ramosissimum,Vertakte paardenstaart,0,467,1,0,Equisetum,Paardenstaart,4.0
468,Equisetum sylvaticum,Bospaardenstaart,0,468,1,0,Equisetum,Paardenstaart,4.0
469,Equisetum maximum,,1,469,1,1,Equisetum,Paardenstaart,4.0
469,Equisetum telmateia,Reuzenpaardenstaart,0,469,1,0,Equisetum,Paardenstaart,4.0
470,Equisetum hyemale x variegatum,,1,470,1,0,Equisetum,Paardenstaart,4.0
470,Equisetum x trachyodon,Ruwe paardenstaart,0,470,1,0,Equisetum,Paardenstaart,4.0
471,Equisetum variegatum,Bonte paardenstaart,0,471,1,0,Equisetum,Paardenstaart,4.0
472,Erica cinerea,Rode dophei,0,472,1,0,Erica,Dophei,112.0
473,Erica tetralix,Gewone dophei,0,473,1,0,Erica,Dophei,112.0
474,Erigeron acer,Scherpe fijnstraal,0,474,1,0,Erigeron,Fijnstraal,136.0
475,Conyza canadensis,Canadese fijnstraal,0,475,1,0,Conyza,Asterfijnstraal,136.0
475,Erigeron canadensis,,1,475,1,0,Erigeron,Fijnstraal,136.0
476,Eriophorum angustifolium,Veenpluis,0,476,1,0,Eriophorum,Wollegras,43.0
477,Eriophorum gracile,Slank wollegras,0,477,1,0,Eriophorum,Wollegras,43.0
478,Eriophorum latifolium,Breed wollegras,0,478,1,0,Eriophorum,Wollegras,43.0
479,Eriophorum vaginatum,Eenarig wollegras,0,479,1,0,Eriophorum,Wollegras,43.0
480,Erodium cicutarium s. cicutarium,Gewone reigersbek,0,480,1,0,Erodium,Reigersbek,69.0
480,Erodium cicutarium v. pimpinellifolium,,1,480,1,1,Erodium,Reigersbek,69.0
481,Erodium glutinosum,,1,481,1,0,Erodium,Reigersbek,69.0
481,Erodium lebelii,Kleverige reigersbek,0,481,1,0,Erodium,Reigersbek,69.0
482,Erodium cicutarium s. dunense,Duinreigersbek,0,482,1,0,Erodium,Reigersbek,69.0
482,Erodium neglectum,,1,482,1,1,Erodium,Reigersbek,69.0
483,Erophila verna,Vroegeling,0,483,1,0,Erophila,Vroegeling,97.0
484,Erucastrum gallicum,Schijnraket,0,484,1,0,Erucastrum,Schijnraket,97.0
485,Eryngium campestre,Echte kruisdistel,0,485,1,0,Eryngium,Kruisdistel,131.0
486,Eryngium maritimum,Blauwe zeedistel,0,486,1,0,Eryngium,Kruisdistel,131.0
487,Erysimum cheiranthoides,Gewone steenraket,0,487,1,0,Erysimum,Steenraket,97.0
488,Erysimum hieracifolium,,1,488,1,0,Erysimum,Steenraket,97.0
488,Erysimum virgatum,Stijve steenraket,0,488,1,0,Erysimum,Steenraket,97.0
489,Euonymus europaeus,Wilde kardinaalsmuts,0,489,1,0,Euonymus,Kardinaalsmuts,72.0
489,Evonymus europaeus,,1,489,1,0,Evonymus,,72.0
490,Eupatorium cannabinum,Koninginnenkruid,0,490,1,0,Eupatorium,Koninginnenkruid,136.0
491,Euphorbia amygdaloides,Amandelwolfsmelk,0,491,1,0,Euphorbia,Wolfsmelk,76.0
492,Euphorbia cyparissias,Cipreswolfsmelk,0,492,1,0,Euphorbia,Wolfsmelk,76.0
493,Euphorbia esula s. esula,Heksenmelk,0,493,1,0,Euphorbia,Wolfsmelk,76.0
